"Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"Scup","Atlantic","ffmsy","Socioeconomic","2007-2011 vs historic mean",NA,NA,NA,8,NA,6.03640067689607,4,53,"Scup - Atlantic","Scup, 6.04"
"Scup","Atlantic","ffmsy","Socioeconomic","2008-2012 vs historic mean",NA,NA,NA,8,NA,6.1042057980422,4,53,"Scup - Atlantic","Scup, 6.1"
"Scup","Atlantic","ffmsy","Socioeconomic","2009-2013 vs historic mean",NA,NA,NA,8,NA,6.69419622123607,10,53,"Scup - Atlantic","Scup, 6.69"
"Scup","Atlantic","ffmsy","Socioeconomic","2010-2014 vs historic mean",0.765046287852592,15,28,8,0.535714285714286,6.75093388754103,10,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","ffmsy","Socioeconomic","2011-2015 vs historic mean",1.21489623042471,18,28,8,0.642857142857143,7.31323095634223,14,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","ffmsy","Socioeconomic","2012-2016 vs historic mean",1.47177037758387,25,32,8,0.78125,7.323723857115,15,53,"Scup - Atlantic","Scup, 7.32"
"Scup","Atlantic","ffmsy","Socioeconomic","2013-2017 vs historic mean",2.44341157567251,29,30,8,0.966666666666667,7.50871735791091,15,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","ffmsy","Socioeconomic","2014-2018 vs historic mean",2.44341157567251,28,29,8,0.96551724137931,7.26815005403516,15,53,"Scup - Atlantic","Scup, 7.27"
"Scup","Atlantic","ffmsy","Socioeconomic","2015-2019 vs historic mean",2.61924017770649,29,30,8,0.966666666666667,6.66436188227413,15,53,"Scup - Atlantic","Scup, 6.66"
"Scup","Atlantic","asmt_catch","Socioeconomic","1938-1942 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1939-1943 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1940-1944 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1941-1945 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1942-1946 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1943-1947 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1944-1948 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1945-1949 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1946-1950 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1947-1951 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1948-1952 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1949-1953 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1950-1954 vs historic mean",NA,NA,NA,8,NA,0.5,3,53,"Scup - Atlantic","Scup, 0.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1951-1955 vs historic mean",NA,NA,NA,8,NA,1.5,12,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1952-1956 vs historic mean",NA,NA,NA,8,NA,1.5,11,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1953-1957 vs historic mean",NA,NA,NA,8,NA,1.5,11,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1954-1958 vs historic mean",NA,NA,NA,8,NA,1.5,9,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1955-1959 vs historic mean",NA,NA,NA,8,NA,1.5,10,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1956-1960 vs historic mean",NA,NA,NA,8,NA,1.5,10,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1957-1961 vs historic mean",NA,NA,NA,8,NA,1.5,10,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1958-1962 vs historic mean",NA,NA,NA,8,NA,1.5,9,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1959-1963 vs historic mean",NA,NA,NA,8,NA,1.5,11,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1960-1964 vs historic mean",NA,NA,NA,8,NA,1.5,10,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1961-1965 vs historic mean",NA,NA,NA,8,NA,1.5,11,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1962-1966 vs historic mean",NA,NA,NA,8,NA,1.5,10,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1963-1967 vs historic mean",NA,NA,NA,8,NA,1.5,11,53,"Scup - Atlantic","Scup, 1.5"
"Scup","Atlantic","asmt_catch","Socioeconomic","1964-1968 vs historic mean",NA,NA,NA,8,NA,3.93809523809524,29,53,"Scup - Atlantic","Scup, 3.94"
"Scup","Atlantic","asmt_catch","Socioeconomic","1965-1969 vs historic mean",NA,NA,NA,8,NA,4.70195838433293,44,53,"Scup - Atlantic","Scup, 4.7"
"Scup","Atlantic","asmt_catch","Socioeconomic","1966-1970 vs historic mean",NA,NA,NA,8,NA,4.99476744186047,40,53,"Scup - Atlantic","Scup, 4.99"
"Scup","Atlantic","asmt_catch","Socioeconomic","1967-1971 vs historic mean",NA,NA,NA,8,NA,4.50988372093023,30,53,"Scup - Atlantic","Scup, 4.51"
"Scup","Atlantic","asmt_catch","Socioeconomic","1968-1972 vs historic mean",NA,NA,NA,8,NA,4.88455284552846,43,53,"Scup - Atlantic","Scup, 4.88"
"Scup","Atlantic","asmt_catch","Socioeconomic","1969-1973 vs historic mean",NA,NA,NA,8,NA,7.89693921019478,46,53,"Scup - Atlantic","Scup, 7.9"
"Scup","Atlantic","asmt_catch","Socioeconomic","1970-1974 vs historic mean",NA,NA,NA,8,NA,8.96871336736623,51,53,"Scup - Atlantic","Scup, 8.97"
"Scup","Atlantic","asmt_catch","Socioeconomic","1971-1975 vs historic mean",NA,NA,NA,8,NA,8.10205627705628,47,53,"Scup - Atlantic","Scup, 8.1"
"Scup","Atlantic","asmt_catch","Socioeconomic","1972-1976 vs historic mean",NA,NA,NA,8,NA,7.24819471797202,36,53,"Scup - Atlantic","Scup, 7.25"
"Scup","Atlantic","asmt_catch","Socioeconomic","1973-1977 vs historic mean",NA,NA,NA,8,NA,6.36798578405721,23,53,"Scup - Atlantic","Scup, 6.37"
"Scup","Atlantic","asmt_catch","Socioeconomic","1974-1978 vs historic mean",NA,NA,NA,8,NA,5.68149011267478,19,53,"Scup - Atlantic","Scup, 5.68"
"Scup","Atlantic","asmt_catch","Socioeconomic","1975-1979 vs historic mean",NA,NA,NA,8,NA,5.21691807157646,8,53,"Scup - Atlantic","Scup, 5.22"
"Scup","Atlantic","asmt_catch","Socioeconomic","1976-1980 vs historic mean",NA,NA,NA,8,NA,5.56643005028098,13,53,"Scup - Atlantic","Scup, 5.57"
"Scup","Atlantic","asmt_catch","Socioeconomic","1977-1981 vs historic mean",NA,NA,NA,8,NA,6.10962239968451,18,53,"Scup - Atlantic","Scup, 6.11"
"Scup","Atlantic","asmt_catch","Socioeconomic","1978-1982 vs historic mean",NA,NA,NA,8,NA,7.53098038475335,32,53,"Scup - Atlantic","Scup, 7.53"
"Scup","Atlantic","asmt_catch","Socioeconomic","1979-1983 vs historic mean",NA,NA,NA,8,NA,8.97917649946195,49,53,"Scup - Atlantic","Scup, 8.98"
"Scup","Atlantic","asmt_catch","Socioeconomic","1980-1984 vs historic mean",NA,NA,NA,8,NA,8.58334788587035,47,53,"Scup - Atlantic","Scup, 8.58"
"Scup","Atlantic","asmt_catch","Socioeconomic","1981-1985 vs historic mean",NA,NA,NA,8,NA,8.17657615775265,42,53,"Scup - Atlantic","Scup, 8.18"
"Scup","Atlantic","asmt_catch","Socioeconomic","1982-1986 vs historic mean",0.787916367735984,12,32,8,0.375,8.37333550441453,39,53,"Scup - Atlantic","Scup, 8.37"
"Scup","Atlantic","asmt_catch","Socioeconomic","1983-1987 vs historic mean",0.816522818144216,16,34,8,0.470588235294118,8.49089824061445,37,53,"Scup - Atlantic","Scup, 8.49"
"Scup","Atlantic","asmt_catch","Socioeconomic","1984-1988 vs historic mean",0.82061200364334,16,34,8,0.470588235294118,7.39125040409458,19,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","asmt_catch","Socioeconomic","1985-1989 vs historic mean",0.842174527057436,20,34,8,0.588235294117647,7.30924419159635,19,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","asmt_catch","Socioeconomic","1986-1990 vs historic mean",0.795646261929343,16,35,8,0.457142857142857,6.53960804461715,13,53,"Scup - Atlantic","Scup, 6.54"
"Scup","Atlantic","asmt_catch","Socioeconomic","1987-1991 vs historic mean",0.779711798819392,17,35,8,0.485714285714286,6.49194865555807,14,53,"Scup - Atlantic","Scup, 6.49"
"Scup","Atlantic","asmt_catch","Socioeconomic","1988-1992 vs historic mean",0.77715720852638,18,35,8,0.514285714285714,7.05209946047384,18,53,"Scup - Atlantic","Scup, 7.05"
"Scup","Atlantic","asmt_catch","Socioeconomic","1989-1993 vs historic mean",0.755768365050133,18,35,8,0.514285714285714,7.53588632399941,25,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","asmt_catch","Socioeconomic","1990-1994 vs historic mean",0.74794626184122,19,38,8,0.5,7.58036160785501,25,53,"Scup - Atlantic","Scup, 7.58"
"Scup","Atlantic","asmt_catch","Socioeconomic","1991-1995 vs historic mean",0.697330687626647,21,38,8,0.552631578947368,8.39951090994651,37,53,"Scup - Atlantic","Scup, 8.4"
"Scup","Atlantic","asmt_catch","Socioeconomic","1992-1996 vs historic mean",0.542314899825181,18,38,8,0.473684210526316,9.04115511399253,46,53,"Scup - Atlantic","Scup, 9.04"
"Scup","Atlantic","asmt_catch","Socioeconomic","1993-1997 vs historic mean",0.430373488496834,15,38,8,0.394736842105263,8.81410642262606,44,53,"Scup - Atlantic","Scup, 8.81"
"Scup","Atlantic","asmt_catch","Socioeconomic","1994-1998 vs historic mean",0.373988937376657,16,38,8,0.421052631578947,9.20164168538229,45,53,"Scup - Atlantic","Scup, 9.2"
"Scup","Atlantic","asmt_catch","Socioeconomic","1995-1999 vs historic mean",0.342715226482511,15,38,8,0.394736842105263,8.30252652912632,32,53,"Scup - Atlantic","Scup, 8.3"
"Scup","Atlantic","asmt_catch","Socioeconomic","1996-2000 vs historic mean",0.390199014286606,16,38,8,0.421052631578947,7.35048116882515,22,53,"Scup - Atlantic","Scup, 7.35"
"Scup","Atlantic","asmt_catch","Socioeconomic","1997-2001 vs historic mean",0.44225161687401,19,38,8,0.5,6.77637347702515,16,53,"Scup - Atlantic","Scup, 6.78"
"Scup","Atlantic","asmt_catch","Socioeconomic","1998-2002 vs historic mean",0.521946854529724,21,38,8,0.552631578947368,5.91537346928689,10,53,"Scup - Atlantic","Scup, 5.92"
"Scup","Atlantic","asmt_catch","Socioeconomic","1999-2003 vs historic mean",0.711671850699844,24,38,8,0.631578947368421,6.28319895223691,11,53,"Scup - Atlantic","Scup, 6.28"
"Scup","Atlantic","asmt_catch","Socioeconomic","2000-2004 vs historic mean",0.87261670235546,27,38,8,0.710526315789474,5.96354239165889,7,53,"Scup - Atlantic","Scup, 5.96"
"Scup","Atlantic","asmt_catch","Socioeconomic","2001-2005 vs historic mean",0.87739572886284,28,38,8,0.736842105263158,5.71923256945257,5,53,"Scup - Atlantic","Scup, 5.72"
"Scup","Atlantic","asmt_catch","Socioeconomic","2002-2006 vs historic mean",0.888560702429338,27,38,8,0.710526315789474,5.10886502748305,3,53,"Scup - Atlantic","Scup, 5.11"
"Scup","Atlantic","asmt_catch","Socioeconomic","2003-2007 vs historic mean",0.927890899895854,29,39,8,0.743589743589744,5.60928328889955,8,53,"Scup - Atlantic","Scup, 5.61"
"Scup","Atlantic","asmt_catch","Socioeconomic","2004-2008 vs historic mean",0.809735590579298,27,39,8,0.692307692307692,5.0803568950432,4,53,"Scup - Atlantic","Scup, 5.08"
"Scup","Atlantic","asmt_catch","Socioeconomic","2005-2009 vs historic mean",0.774979102814154,28,39,8,0.717948717948718,6.23246297673141,12,53,"Scup - Atlantic","Scup, 6.23"
"Scup","Atlantic","asmt_catch","Socioeconomic","2006-2010 vs historic mean",0.925031598407818,34,39,8,0.871794871794872,5.99135793162291,5,53,"Scup - Atlantic","Scup, 5.99"
"Scup","Atlantic","asmt_catch","Socioeconomic","2007-2011 vs historic mean",1.02693479763965,35,39,8,0.897435897435897,6.03640067689607,4,53,"Scup - Atlantic","Scup, 6.04"
"Scup","Atlantic","asmt_catch","Socioeconomic","2008-2012 vs historic mean",1.08878427930288,34,39,8,0.871794871794872,6.1042057980422,4,53,"Scup - Atlantic","Scup, 6.1"
"Scup","Atlantic","asmt_catch","Socioeconomic","2009-2013 vs historic mean",1.26319595881525,36,39,8,0.923076923076923,6.69419622123607,10,53,"Scup - Atlantic","Scup, 6.69"
"Scup","Atlantic","asmt_catch","Socioeconomic","2010-2014 vs historic mean",1.32266258842031,35,39,8,0.897435897435897,6.75093388754103,10,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","asmt_catch","Socioeconomic","2011-2015 vs historic mean",1.33911105450841,36,39,8,0.923076923076923,7.31323095634223,14,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","asmt_catch","Socioeconomic","2012-2016 vs historic mean",1.36684039446189,37,40,8,0.925,7.323723857115,15,53,"Scup - Atlantic","Scup, 7.32"
"Scup","Atlantic","asmt_catch","Socioeconomic","2013-2017 vs historic mean",1.48846591143394,37,40,8,0.925,7.50871735791091,15,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","asmt_catch","Socioeconomic","2014-2018 vs historic mean",1.47080829978321,35,40,8,0.875,7.26815005403516,15,53,"Scup - Atlantic","Scup, 7.27"
"Scup","Atlantic","recruitment","Population","1969-1973 vs historic mean",NA,NA,NA,8,NA,7.89693921019478,46,53,"Scup - Atlantic","Scup, 7.9"
"Scup","Atlantic","recruitment","Population","1970-1974 vs historic mean",NA,NA,NA,8,NA,8.96871336736623,51,53,"Scup - Atlantic","Scup, 8.97"
"Scup","Atlantic","recruitment","Population","1971-1975 vs historic mean",NA,NA,NA,8,NA,8.10205627705628,47,53,"Scup - Atlantic","Scup, 8.1"
"Scup","Atlantic","recruitment","Population","1972-1976 vs historic mean",NA,NA,NA,8,NA,7.24819471797202,36,53,"Scup - Atlantic","Scup, 7.25"
"Scup","Atlantic","recruitment","Population","1973-1977 vs historic mean",NA,NA,NA,8,NA,6.36798578405721,23,53,"Scup - Atlantic","Scup, 6.37"
"Scup","Atlantic","recruitment","Population","1974-1978 vs historic mean",NA,NA,NA,8,NA,5.68149011267478,19,53,"Scup - Atlantic","Scup, 5.68"
"Scup","Atlantic","recruitment","Population","1975-1979 vs historic mean",NA,NA,NA,8,NA,5.21691807157646,8,53,"Scup - Atlantic","Scup, 5.22"
"Scup","Atlantic","recruitment","Population","1976-1980 vs historic mean",NA,NA,NA,8,NA,5.56643005028098,13,53,"Scup - Atlantic","Scup, 5.57"
"Scup","Atlantic","recruitment","Population","1977-1981 vs historic mean",NA,NA,NA,8,NA,6.10962239968451,18,53,"Scup - Atlantic","Scup, 6.11"
"Scup","Atlantic","recruitment","Population","1978-1982 vs historic mean",NA,NA,NA,8,NA,7.53098038475335,32,53,"Scup - Atlantic","Scup, 7.53"
"Scup","Atlantic","recruitment","Population","1979-1983 vs historic mean",NA,NA,NA,8,NA,8.97917649946195,49,53,"Scup - Atlantic","Scup, 8.98"
"Scup","Atlantic","recruitment","Population","1980-1984 vs historic mean",NA,NA,NA,8,NA,8.58334788587035,47,53,"Scup - Atlantic","Scup, 8.58"
"Scup","Atlantic","recruitment","Population","1981-1985 vs historic mean",NA,NA,NA,8,NA,8.17657615775265,42,53,"Scup - Atlantic","Scup, 8.18"
"Scup","Atlantic","recruitment","Population","1982-1986 vs historic mean",NA,NA,NA,8,NA,8.37333550441453,39,53,"Scup - Atlantic","Scup, 8.37"
"Scup","Atlantic","recruitment","Population","1983-1987 vs historic mean",NA,NA,NA,8,NA,8.49089824061445,37,53,"Scup - Atlantic","Scup, 8.49"
"Scup","Atlantic","recruitment","Population","1984-1988 vs historic mean",NA,NA,NA,8,NA,7.39125040409458,19,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","recruitment","Population","1985-1989 vs historic mean",0.682993197278912,10,18,8,0.555555555555556,7.30924419159635,19,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","recruitment","Population","1986-1990 vs historic mean",0.683274021352313,12,20,8,0.6,6.53960804461715,13,53,"Scup - Atlantic","Scup, 6.54"
"Scup","Atlantic","recruitment","Population","1987-1991 vs historic mean",0.779679144385027,11,20,8,0.55,6.49194865555807,14,53,"Scup - Atlantic","Scup, 6.49"
"Scup","Atlantic","recruitment","Population","1988-1992 vs historic mean",0.821621621621622,10,20,8,0.5,7.05209946047384,18,53,"Scup - Atlantic","Scup, 7.05"
"Scup","Atlantic","recruitment","Population","1989-1993 vs historic mean",0.637630662020906,13,20,8,0.65,7.53588632399941,25,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","recruitment","Population","1990-1994 vs historic mean",0.673035439137134,15,22,8,0.681818181818182,7.58036160785501,25,53,"Scup - Atlantic","Scup, 7.58"
"Scup","Atlantic","recruitment","Population","1991-1995 vs historic mean",0.542706964520368,18,22,8,0.818181818181818,8.39951090994651,37,53,"Scup - Atlantic","Scup, 8.4"
"Scup","Atlantic","recruitment","Population","1992-1996 vs historic mean",0.433488372093023,18,22,8,0.818181818181818,9.04115511399253,46,53,"Scup - Atlantic","Scup, 9.04"
"Scup","Atlantic","recruitment","Population","1993-1997 vs historic mean",0.578,18,22,8,0.818181818181818,8.81410642262606,44,53,"Scup - Atlantic","Scup, 8.81"
"Scup","Atlantic","recruitment","Population","1994-1998 vs historic mean",0.763829787234043,16,22,8,0.727272727272727,9.20164168538229,45,53,"Scup - Atlantic","Scup, 9.2"
"Scup","Atlantic","recruitment","Population","1995-1999 vs historic mean",1.12280355380059,10,22,8,0.454545454545455,8.30252652912632,32,53,"Scup - Atlantic","Scup, 8.3"
"Scup","Atlantic","recruitment","Population","1996-2000 vs historic mean",1.42727272727273,4,22,8,0.181818181818182,7.35048116882515,22,53,"Scup - Atlantic","Scup, 7.35"
"Scup","Atlantic","recruitment","Population","1997-2001 vs historic mean",1.74602012808783,3,22,8,0.136363636363636,6.77637347702515,16,53,"Scup - Atlantic","Scup, 6.78"
"Scup","Atlantic","recruitment","Population","1998-2002 vs historic mean",1.71673675357443,4,22,8,0.181818181818182,5.91537346928689,10,53,"Scup - Atlantic","Scup, 5.92"
"Scup","Atlantic","recruitment","Population","1999-2003 vs historic mean",1.64203233256351,3,22,8,0.136363636363636,6.28319895223691,11,53,"Scup - Atlantic","Scup, 6.28"
"Scup","Atlantic","recruitment","Population","2000-2004 vs historic mean",1.30091503267974,4,22,8,0.181818181818182,5.96354239165889,7,53,"Scup - Atlantic","Scup, 5.96"
"Scup","Atlantic","recruitment","Population","2001-2005 vs historic mean",1.40118764845606,3,22,8,0.136363636363636,5.71923256945257,5,53,"Scup - Atlantic","Scup, 5.72"
"Scup","Atlantic","recruitment","Population","2002-2006 vs historic mean",1.60591133004926,2,22,8,0.0909090909090909,5.10886502748305,3,53,"Scup - Atlantic","Scup, 5.11"
"Scup","Atlantic","recruitment","Population","2003-2007 vs historic mean",1.95349322210636,1,22,8,0.0454545454545455,5.60928328889955,8,53,"Scup - Atlantic","Scup, 5.61"
"Scup","Atlantic","recruitment","Population","2004-2008 vs historic mean",2.23880597014925,2,22,8,0.0909090909090909,5.0803568950432,4,53,"Scup - Atlantic","Scup, 5.08"
"Scup","Atlantic","recruitment","Population","2005-2009 vs historic mean",2.16830855018587,2,22,8,0.0909090909090909,6.23246297673141,12,53,"Scup - Atlantic","Scup, 6.23"
"Scup","Atlantic","recruitment","Population","2006-2010 vs historic mean",1.90210260723297,2,22,8,0.0909090909090909,5.99135793162291,5,53,"Scup - Atlantic","Scup, 5.99"
"Scup","Atlantic","recruitment","Population","2007-2011 vs historic mean",1.67668433005299,3,22,8,0.136363636363636,6.03640067689607,4,53,"Scup - Atlantic","Scup, 6.04"
"Scup","Atlantic","recruitment","Population","2008-2012 vs historic mean",1.34710743801653,6,22,8,0.272727272727273,6.1042057980422,4,53,"Scup - Atlantic","Scup, 6.1"
"Scup","Atlantic","recruitment","Population","2009-2013 vs historic mean",1.10047846889952,7,22,8,0.318181818181818,6.69419622123607,10,53,"Scup - Atlantic","Scup, 6.69"
"Scup","Atlantic","recruitment","Population","2010-2014 vs historic mean",1.27011952191235,7,22,8,0.318181818181818,6.75093388754103,10,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","recruitment","Population","2011-2015 vs historic mean",1.55372871403406,6,21,8,0.285714285714286,7.31323095634223,14,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","recruitment","Population","2012-2016 vs historic mean",1.38718446601942,7,20,8,0.35,7.323723857115,15,53,"Scup - Atlantic","Scup, 7.32"
"Scup","Atlantic","recruitment","Population","2013-2017 vs historic mean",1.35993546652326,6,20,8,0.3,7.50871735791091,15,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","recruitment","Population","2014-2018 vs historic mean",1.33176470588235,5,20,8,0.25,7.26815005403516,15,53,"Scup - Atlantic","Scup, 7.27"
"Scup","Atlantic","recruitment","Population","2015-2019 vs historic mean",1.17204433497537,4,19,8,0.210526315789474,6.66436188227413,15,53,"Scup - Atlantic","Scup, 6.66"
"Scup","Atlantic","asmt_abundance","Population","1978-1982 vs historic mean",NA,NA,NA,8,NA,7.53098038475335,32,53,"Scup - Atlantic","Scup, 7.53"
"Scup","Atlantic","asmt_abundance","Population","1979-1983 vs historic mean",NA,NA,NA,8,NA,8.97917649946195,49,53,"Scup - Atlantic","Scup, 8.98"
"Scup","Atlantic","asmt_abundance","Population","1980-1984 vs historic mean",NA,NA,NA,8,NA,8.58334788587035,47,53,"Scup - Atlantic","Scup, 8.58"
"Scup","Atlantic","asmt_abundance","Population","1981-1985 vs historic mean",NA,NA,NA,8,NA,8.17657615775265,42,53,"Scup - Atlantic","Scup, 8.18"
"Scup","Atlantic","asmt_abundance","Population","1982-1986 vs historic mean",NA,NA,NA,8,NA,8.37333550441453,39,53,"Scup - Atlantic","Scup, 8.37"
"Scup","Atlantic","asmt_abundance","Population","1983-1987 vs historic mean",NA,NA,NA,8,NA,8.49089824061445,37,53,"Scup - Atlantic","Scup, 8.49"
"Scup","Atlantic","asmt_abundance","Population","1984-1988 vs historic mean",NA,NA,NA,8,NA,7.39125040409458,19,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","asmt_abundance","Population","1985-1989 vs historic mean",NA,NA,NA,8,NA,7.30924419159635,19,53,"Scup - Atlantic","Scup, 7.31"
"Scup","Atlantic","asmt_abundance","Population","1986-1990 vs historic mean",NA,NA,NA,8,NA,6.53960804461715,13,53,"Scup - Atlantic","Scup, 6.54"
"Scup","Atlantic","asmt_abundance","Population","1987-1991 vs historic mean",NA,NA,NA,8,NA,6.49194865555807,14,53,"Scup - Atlantic","Scup, 6.49"
"Scup","Atlantic","asmt_abundance","Population","1988-1992 vs historic mean",NA,NA,NA,8,NA,7.05209946047384,18,53,"Scup - Atlantic","Scup, 7.05"
"Scup","Atlantic","asmt_abundance","Population","1989-1993 vs historic mean",NA,NA,NA,8,NA,7.53588632399941,25,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","asmt_abundance","Population","1990-1994 vs historic mean",NA,NA,NA,8,NA,7.58036160785501,25,53,"Scup - Atlantic","Scup, 7.58"
"Scup","Atlantic","asmt_abundance","Population","1991-1995 vs historic mean",NA,NA,NA,8,NA,8.39951090994651,37,53,"Scup - Atlantic","Scup, 8.4"
"Scup","Atlantic","asmt_abundance","Population","1992-1996 vs historic mean",NA,NA,NA,8,NA,9.04115511399253,46,53,"Scup - Atlantic","Scup, 9.04"
"Scup","Atlantic","asmt_abundance","Population","1993-1997 vs historic mean",NA,NA,NA,8,NA,8.81410642262606,44,53,"Scup - Atlantic","Scup, 8.81"
