"","Species","Region","Time","Value","Metric","Description","Units","AssessmentYear","max_year","facet","Var","Val","n_data_points","pval","sig"
"23","Acadian redfish","Gulf of Maine / Georges Bank",1984,4793,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",798.885433026986,39,0.139299127819935,FALSE
"24","Acadian redfish","Gulf of Maine / Georges Bank",1984,4793,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1571.7690122893,39,0.96204573865097,FALSE
"25","Acadian redfish","Gulf of Maine / Georges Bank",1985,4282,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",326.769398953481,39,0.100973137391554,FALSE
"26","Acadian redfish","Gulf of Maine / Georges Bank",1985,4282,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",925.907666101494,39,0.139299127819935,FALSE
"27","Acadian redfish","Gulf of Maine / Georges Bank",1985,4282,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1730.05748139969,39,0.96204573865097,FALSE
"28","Acadian redfish","Gulf of Maine / Georges Bank",1986,3053,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",148.993366474118,39,0.100973137391554,FALSE
"29","Acadian redfish","Gulf of Maine / Georges Bank",1986,3053,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",392.172475402344,39,0.139299127819935,FALSE
"30","Acadian redfish","Gulf of Maine / Georges Bank",1986,3053,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",825.815036956901,39,0.96204573865097,FALSE
"31","Acadian redfish","Gulf of Maine / Georges Bank",1987,1895,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",814.361390414304,39,0.100973137391554,FALSE
"32","Acadian redfish","Gulf of Maine / Georges Bank",1987,1895,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",731.402085814341,39,0.139299127819935,FALSE
"33","Acadian redfish","Gulf of Maine / Georges Bank",1987,1895,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2964.46001004198,39,0.96204573865097,FALSE
"34","Acadian redfish","Gulf of Maine / Georges Bank",1988,1157,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",449.189350465978,39,0.100973137391554,FALSE
"35","Acadian redfish","Gulf of Maine / Georges Bank",1988,1157,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",796.307747554954,39,0.139299127819935,FALSE
"36","Acadian redfish","Gulf of Maine / Georges Bank",1988,1157,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",3579.04906628987,39,0.96204573865097,FALSE
"37","Acadian redfish","Gulf of Maine / Georges Bank",1989,672,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",161.933008527467,39,0.100973137391554,FALSE
"38","Acadian redfish","Gulf of Maine / Georges Bank",1989,672,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",331.674994832296,39,0.139299127819935,FALSE
"39","Acadian redfish","Gulf of Maine / Georges Bank",1990,640,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",182.391331909068,39,0.100973137391554,FALSE
"40","Acadian redfish","Gulf of Maine / Georges Bank",1990,640,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",890.985734235536,39,0.139299127819935,FALSE
"41","Acadian redfish","Gulf of Maine / Georges Bank",1990,640,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",992.489186453721,39,0.96204573865097,FALSE
"42","Acadian redfish","Gulf of Maine / Georges Bank",1991,2029,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",332.909809509469,39,0.100973137391554,FALSE
"43","Acadian redfish","Gulf of Maine / Georges Bank",1991,2029,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",86.7955310823291,39,0.139299127819935,FALSE
"44","Acadian redfish","Gulf of Maine / Georges Bank",1991,2029,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1540.67176911898,39,0.96204573865097,FALSE
"45","Acadian redfish","Gulf of Maine / Georges Bank",1992,967,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",575.348445249096,39,0.100973137391554,FALSE
"46","Acadian redfish","Gulf of Maine / Georges Bank",1992,967,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",508.238947257683,39,0.139299127819935,FALSE
"47","Acadian redfish","Gulf of Maine / Georges Bank",1992,967,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2058.77211049751,39,0.96204573865097,FALSE
"48","Acadian redfish","Gulf of Maine / Georges Bank",1993,898,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",306.35876219197,39,0.100973137391554,FALSE
"49","Acadian redfish","Gulf of Maine / Georges Bank",1993,898,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",811.790980345585,39,0.139299127819935,FALSE
"50","Acadian redfish","Gulf of Maine / Georges Bank",1993,898,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",6491.96751966317,39,0.96204573865097,FALSE
"51","Acadian redfish","Gulf of Maine / Georges Bank",1994,536,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",768.821749494663,39,0.100973137391554,FALSE
"52","Acadian redfish","Gulf of Maine / Georges Bank",1994,536,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",419.033222140481,39,0.139299127819935,FALSE
"53","Acadian redfish","Gulf of Maine / Georges Bank",1994,536,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",8128.6997738797,39,0.96204573865097,FALSE
"54","Acadian redfish","Gulf of Maine / Georges Bank",1995,643,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",137.07118748962,39,0.100973137391554,FALSE
"55","Acadian redfish","Gulf of Maine / Georges Bank",1995,643,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1701.67581958704,39,0.139299127819935,FALSE
"56","Acadian redfish","Gulf of Maine / Georges Bank",1995,643,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2699.35701277403,39,0.96204573865097,FALSE
"57","Acadian redfish","Gulf of Maine / Georges Bank",1996,754,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",220.768207615355,39,0.100973137391554,FALSE
"58","Acadian redfish","Gulf of Maine / Georges Bank",1996,754,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",3252.72944042638,39,0.139299127819935,FALSE
"59","Acadian redfish","Gulf of Maine / Georges Bank",1996,754,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1198.84229955045,39,0.96204573865097,FALSE
"60","Acadian redfish","Gulf of Maine / Georges Bank",1997,488,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",489.626772580411,39,0.100973137391554,FALSE
"61","Acadian redfish","Gulf of Maine / Georges Bank",1997,488,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1636.14425957661,39,0.139299127819935,FALSE
"62","Acadian redfish","Gulf of Maine / Georges Bank",1997,488,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1717.68791994601,39,0.96204573865097,FALSE
"63","Acadian redfish","Gulf of Maine / Georges Bank",1998,512,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",190.529646786873,39,0.100973137391554,FALSE
"64","Acadian redfish","Gulf of Maine / Georges Bank",1998,512,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",2441.8426931199,39,0.139299127819935,FALSE
"65","Acadian redfish","Gulf of Maine / Georges Bank",1998,512,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2001.09802189985,39,0.96204573865097,FALSE
"66","Acadian redfish","Gulf of Maine / Georges Bank",1999,381,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",148.882440774668,39,0.100973137391554,FALSE
"67","Acadian redfish","Gulf of Maine / Georges Bank",1999,381,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1399.9222054537,39,0.139299127819935,FALSE
"68","Acadian redfish","Gulf of Maine / Georges Bank",1999,381,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",776.804090321295,39,0.96204573865097,FALSE
"69","Acadian redfish","Gulf of Maine / Georges Bank",2000,480,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",240.820958250892,39,0.100973137391554,FALSE
"70","Acadian redfish","Gulf of Maine / Georges Bank",2000,480,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",4161.9416796747,39,0.139299127819935,FALSE
"71","Acadian redfish","Gulf of Maine / Georges Bank",2000,480,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1801.2877603739,39,0.96204573865097,FALSE
"72","Acadian redfish","Gulf of Maine / Georges Bank",2001,718,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",403.303703536904,39,0.100973137391554,FALSE
"73","Acadian redfish","Gulf of Maine / Georges Bank",2001,718,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1300.92109816649,39,0.139299127819935,FALSE
"74","Acadian redfish","Gulf of Maine / Georges Bank",2001,718,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2264.87562959169,39,0.96204573865097,FALSE
"75","Acadian redfish","Gulf of Maine / Georges Bank",2002,499,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",267.788103884942,39,0.100973137391554,FALSE
"76","Acadian redfish","Gulf of Maine / Georges Bank",2002,499,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1703.88536439301,39,0.139299127819935,FALSE
"77","Acadian redfish","Gulf of Maine / Georges Bank",2002,499,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1302.6032439663,39,0.96204573865097,FALSE
"78","Acadian redfish","Gulf of Maine / Georges Bank",2003,568,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",568.665113306554,39,0.100973137391554,FALSE
"79","Acadian redfish","Gulf of Maine / Georges Bank",2003,568,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",3675.95642244607,39,0.139299127819935,FALSE
"80","Acadian redfish","Gulf of Maine / Georges Bank",2003,568,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",3661.24315827665,39,0.96204573865097,FALSE
"81","Acadian redfish","Gulf of Maine / Georges Bank",2004,520,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",493.812868481097,39,0.100973137391554,FALSE
"82","Acadian redfish","Gulf of Maine / Georges Bank",2004,520,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",2055.8756077752,39,0.139299127819935,FALSE
"83","Acadian redfish","Gulf of Maine / Georges Bank",2004,520,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",8196.38243194955,39,0.96204573865097,FALSE
"84","Acadian redfish","Gulf of Maine / Georges Bank",2005,662,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",340.252735352961,39,0.100973137391554,FALSE
"85","Acadian redfish","Gulf of Maine / Georges Bank",2005,662,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1345.92453873166,39,0.139299127819935,FALSE
"86","Acadian redfish","Gulf of Maine / Georges Bank",2005,662,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",2904.33353938209,39,0.96204573865097,FALSE
"87","Acadian redfish","Gulf of Maine / Georges Bank",2006,657,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",93.9136306409166,39,0.100973137391554,FALSE
"88","Acadian redfish","Gulf of Maine / Georges Bank",2006,657,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1773.20036817951,39,0.139299127819935,FALSE
"89","Acadian redfish","Gulf of Maine / Georges Bank",2006,657,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",368.042441156137,39,0.96204573865097,FALSE
"90","Acadian redfish","Gulf of Maine / Georges Bank",2007,1161,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",718.725236898083,39,0.100973137391554,FALSE
"91","Acadian redfish","Gulf of Maine / Georges Bank",2007,1161,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",2273.85812981629,39,0.139299127819935,FALSE
"92","Acadian redfish","Gulf of Maine / Georges Bank",2007,1161,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",960.260894740604,39,0.96204573865097,FALSE
"93","Acadian redfish","Gulf of Maine / Georges Bank",2008,1373,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",148.156693265288,39,0.100973137391554,FALSE
"94","Acadian redfish","Gulf of Maine / Georges Bank",2008,1373,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",929.544646178085,39,0.139299127819935,FALSE
"95","Acadian redfish","Gulf of Maine / Georges Bank",2008,1373,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",110.566903857726,39,0.96204573865097,FALSE
"96","Acadian redfish","Gulf of Maine / Georges Bank",2009,1663,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",141.087163582741,39,0.100973137391554,FALSE
"97","Acadian redfish","Gulf of Maine / Georges Bank",2009,1663,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",983.533155904467,39,0.139299127819935,FALSE
"98","Acadian redfish","Gulf of Maine / Georges Bank",2009,1663,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1088.66840536727,39,0.96204573865097,FALSE
"99","Acadian redfish","Gulf of Maine / Georges Bank",2010,1850,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",282.550636839865,39,0.100973137391554,FALSE
"100","Acadian redfish","Gulf of Maine / Georges Bank",2010,1850,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1937.59426652506,39,0.139299127819935,FALSE
"101","Acadian redfish","Gulf of Maine / Georges Bank",2010,1850,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",972.302538424331,39,0.96204573865097,FALSE
"102","Acadian redfish","Gulf of Maine / Georges Bank",2011,2227,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",316.395826109487,39,0.100973137391554,FALSE
"103","Acadian redfish","Gulf of Maine / Georges Bank",2011,2227,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",764.466251543966,39,0.139299127819935,FALSE
"104","Acadian redfish","Gulf of Maine / Georges Bank",2011,2227,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",1858.08081105974,39,0.96204573865097,FALSE
"105","Acadian redfish","Gulf of Maine / Georges Bank",2012,4189,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",49.0683211842079,39,0.100973137391554,FALSE
"106","Acadian redfish","Gulf of Maine / Georges Bank",2012,4189,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Spring",1010.77785802252,39,0.139299127819935,FALSE
"107","Acadian redfish","Gulf of Maine / Georges Bank",2012,4189,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Summer",290.377909814523,39,0.96204573865097,FALSE
"108","Acadian redfish","Gulf of Maine / Georges Bank",2013,3966,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Calanus CV and adult Fall",52.9455098409678,39,0.100973137391554,FALSE
